encoded_article,decoded_article,fame_score
Stephen_of_England,Stephen_of_England,4.0
Steve_Davis,Steve_Davis,5.0
Stickleback,Stickleback,4.0
Still_Game,Still_Game,6.0
Stingray,Stingray,4.0
Stock,Stock,5.0
Stock_car_%28rail%29,Stock_car_(rail),4.0
Stockholm,Stockholm,9.0
Stoicism,Stoicism,7.0
Stone_Age,Stone_Age,6.0
Stonehenge,Stonehenge,8.0
Storm_of_October_1804,Storm_of_October_1804,3.0
Stornoway,Stornoway,5.0
Stourbridge_Lion,Stourbridge_Lion,4.0
Strait_of_Malacca,Strait_of_Malacca,8.0
Stratford-upon-Avon,Stratford-upon-Avon,6.0
String_theory,String_theory,8.0
Stroke,Stroke,6.0
Strontium,Strontium,5.0
Struthiomimus,Struthiomimus,4.0
Stuttering,Stuttering,5.0
Stuttgart,Stuttgart,6.0
Styracosaurus,Styracosaurus,4.0
Sub-Saharan_Africa,Sub-Saharan_Africa,7.0
Suburbs_of_Johannesburg,Suburbs_of_Johannesburg,4.0
Sucre,Sucre,5.0
Sudan,Sudan,8.0
Sudanic_languages,Sudanic_languages,3.0
Sudoku,Sudoku,7.0
Suez_Canal,Suez_Canal,8.0
Suffrage,Suffrage,6.0
Sugar,Sugar,7.0
Sugar_beet,Sugar_beet,5.0
Sugarcane,Sugarcane,4.0
Suikinkutsu,Suikinkutsu,2.0
Suleiman_the_Magnificent,Suleiman_the_Magnificent,6.0
Sulfur,Sulfur,8.0
Sulfuric_acid,Sulfuric_acid,7.0
Sultan,Sultan,6.0
Sumac,Sumac,5.0
Sumatra,Sumatra,6.0
Sumer,Sumer,6.0
Summer,Summer,6.0
Summer_Hill%2C_New_South_Wales,"Summer_Hill,_New_South_Wales",3.0
Sumo,Sumo,4.0
Sun,Sun,9.0
Sun_Tzu,Sun_Tzu,9.0
Sun_Yat-sen,Sun_Yat-sen,8.0
Sundew,Sundew,5.0
Sunflower,Sunflower,7.0
Sunlight,Sunlight,7.0
Sunol_Water_Temple,Sunol_Water_Temple,3.0
Sunset_Boulevard_%281950_film%29,Sunset_Boulevard_(1950_film),7.0
Super_14,Super_14,4.0
Super_Bowl_XL,Super_Bowl_XL,9.0
Super_Chief,Super_Chief,3.0
Super_Mario_64,Super_Mario_64,9.0
Super_Mario_Bros.,Super_Mario_Bros.,10.0
Superconductivity,Superconductivity,7.0
Superman,Superman,9.0
Supermarine_Spitfire,Supermarine_Spitfire,8.0
Supply_and_demand,Supply_and_demand,6.0
Supply_chain_management,Supply_chain_management,6.0
Supreme_Court_of_the_United_States,Supreme_Court_of_the_United_States,9.0
Suriname,Suriname,6.0
Surtsey,Surtsey,5.0
Sustainable_forestry,Sustainable_forestry,5.0
Sutton_Hoo,Sutton_Hoo,6.0
Svalbard,Svalbard,6.0
Svart%C3%A1lfar,Svartálfar,4.0
Swallow,Swallow,3.0
Swan,Swan,5.0
Swastika,Swastika,8.0
Swaziland,Swaziland,6.0
Sweden,Sweden,9.0
Swedish_allotment_system,Swedish_allotment_system,4.0
Swift,Swift,8.0
Swiss_Federal_Council,Swiss_Federal_Council,5.0
Swissair_Flight_111,Swissair_Flight_111,6.0
Switzerland,Switzerland,9.0
Sydney,Sydney,8.0
Sydney_Newman,Sydney_Newman,4.0
Sydney_Riot_of_1879,Sydney_Riot_of_1879,3.0
Sylvanus_Morley,Sylvanus_Morley,3.0
Symmetry,Symmetry,7.0
Synthesizer,Synthesizer,6.0
Syria,Syria,8.0
T-34,T-34,7.0
T._D._Judah,T._D._Judah,2.0
T._S._Eliot,T._S._Eliot,7.0
TGV,TGV,6.0
Tacitean_studies,Tacitean_studies,3.0
Tagoi_language,Tagoi_language,2.0
Taipei,Taipei,7.0
Taiwan,Taiwan,7.0
Taj_Mahal,Taj_Mahal,9.0
Tajikistan,Tajikistan,6.0
Talc,Talc,5.0
Tamarind,Tamarind,5.0
Tamil_language,Tamil_language,7.0
Tamil_people,Tamil_people,6.0
Tank,Tank,6.0
Tansy,Tansy,4.0
Tantalum,Tantalum,5.0
Tanzania,Tanzania,6.0
Tao_Te_Ching,Tao_Te_Ching,7.0
Taoism,Taoism,8.0
Tarragon,Tarragon,4.0
Tashkent,Tashkent,5.0
Tasmanian_Devil,Tasmanian_Devil,6.0
Tawny_Owl,Tawny_Owl,5.0
Tay-Sachs_disease,Tay-Sachs_disease,6.0
Tay_Rail_Bridge,Tay_Rail_Bridge,3.0
TeX,TeX,7.0
Tea,Tea,9.0
Technetium,Technetium,4.0
Technology,Technology,8.0
Tehran,Tehran,8.0
Tel_Aviv,Tel_Aviv,7.0
Telecommunication,Telecommunication,7.0
Telephone,Telephone,8.0
Telephone_exchange,Telephone_exchange,5.0
Telescope,Telescope,7.0
Television,Television,9.0
Tellurium,Tellurium,5.0
Temperate,Temperate,6.0
Temple_of_Artemis,Temple_of_Artemis,6.0
Templon,Templon,4.0
Tennis,Tennis,8.0
Tennis_Masters_Cup,Tennis_Masters_Cup,6.0
Tenzin_Gyatso%2C_14th_Dalai_Lama,"Tenzin_Gyatso,_14th_Dalai_Lama",9.0
Tenzing_Norgay,Tenzing_Norgay,7.0
Terbium,Terbium,5.0
Terik,Terik,3.0
Tern,Tern,4.0
Terrorism,Terrorism,8.0
Textile,Textile,7.0
Thailand,Thailand,9.0
Thalassemia,Thalassemia,6.0
Thallium,Thallium,5.0
The_Absent-Minded_Beggar,The_Absent-Minded_Beggar,4.0
The_Adventures_of_Tintin,The_Adventures_of_Tintin,8.0
The_Anarchy,The_Anarchy,3.0
The_Ashes,The_Ashes,6.0
The_Bahamas,The_Bahamas,6.0
The_Beano,The_Beano,5.0
The_Beatles,The_Beatles,10.0
The_Beatles_discography,The_Beatles_discography,8.0
The_Blitz,The_Blitz,6.0
The_Broads,The_Broads,4.0
The_Brothers_Karamazov,The_Brothers_Karamazov,7.0
The_Canadian,The_Canadian,5.0
The_Cantos,The_Cantos,3.0
The_Cat_in_the_Hat,The_Cat_in_the_Hat,8.0
The_Catcher_in_the_Rye,The_Catcher_in_the_Rye,9.0
The_Catlins,The_Catlins,2.0
The_Championships%2C_Wimbledon,"The_Championships,_Wimbledon",8.0
The_Children%27s_Machine,The_Children's_Machine,4.0
The_Count_of_Monte_Cristo,The_Count_of_Monte_Cristo,7.0
The_Country_Wife,The_Country_Wife,8.0
The_Curious_Incident_of_the_Dog_in_the_Night-time,The_Curious_Incident_of_the_Dog_in_the_Night-time,5.0
The_Dandy,The_Dandy,7.0
The_Fairy-Queen,The_Fairy-Queen,6.0
The_Famous_Five_%28characters%29,The_Famous_Five_(characters),6.0
The_Fens,The_Fens,5.0
The_Frogs,The_Frogs,4.0
The_Gambia,The_Gambia,8.0
The_Godfather,The_Godfather,9.0
The_Great_Exhibition,The_Great_Exhibition,6.0
The_Hague,The_Hague,7.0
The_Hitchhiker%27s_Guide_to_the_Galaxy,The_Hitchhiker's_Guide_to_the_Galaxy,8.0
The_Hobbit,The_Hobbit,9.0
The_Holocaust,The_Holocaust,10.0
The_Illuminatus%21_Trilogy,The_Illuminatus!_Trilogy,7.0
The_Importance_of_Being_Earnest,The_Importance_of_Being_Earnest,6.0
The_Iron_Bridge,The_Iron_Bridge,5.0
The_King%27s_Regiment_%28Liverpool%29,The_King's_Regiment_(Liverpool),5.0
The_Last_Supper_%28Leonardo%29,The_Last_Supper_(Leonardo),9.0
The_Legend_of_Zelda_series,The_Legend_of_Zelda_series,9.0
The_Lion%2C_the_Witch_and_the_Wardrobe,"The_Lion,_the_Witch_and_the_Wardrobe",8.0
The_Lion_King,The_Lion_King,9.0
The_Lorax,The_Lorax,7.0
The_Lord_of_the_Rings,The_Lord_of_the_Rings,9.0
The_Lord_of_the_Rings_film_trilogy,The_Lord_of_the_Rings_film_trilogy,10.0
The_Magic_Flute,The_Magic_Flute,7.0
The_Marriage_of_Figaro,The_Marriage_of_Figaro,7.0
The_Merchant_of_Venice,The_Merchant_of_Venice,8.0
The_Mismeasure_of_Man,The_Mismeasure_of_Man,6.0
The_Old_Man_and_the_Sea,The_Old_Man_and_the_Sea,7.0
The_Origin_of_Species,The_Origin_of_Species,9.0
The_Oz_books,The_Oz_books,6.0
The_Picture_of_Dorian_Gray,The_Picture_of_Dorian_Gray,7.0
The_Pilgrim%27s_Progress,The_Pilgrim's_Progress,6.0
The_Quatermass_Experiment,The_Quatermass_Experiment,5.0
The_Relapse,The_Relapse,4.0
The_Rime_of_the_Ancient_Mariner,The_Rime_of_the_Ancient_Mariner,7.0
The_Rite_of_Spring,The_Rite_of_Spring,8.0
The_Rolling_Stones,The_Rolling_Stones,9.0
The_Seagull,The_Seagull,7.0
The_Shawshank_Redemption,The_Shawshank_Redemption,8.0
The_Simpsons,The_Simpsons,10.0
The_Smiths,The_Smiths,7.0
The_Supremes,The_Supremes,7.0
The_Temptations,The_Temptations,7.0
The_Wall_Street_Journal,The_Wall_Street_Journal,8.0
The_Waste_Land,The_Waste_Land,6.0
The_West_Wing_%28TV_series%29,The_West_Wing_(TV_series),8.0
The_X-Files,The_X-Files,9.0
Theatre,Theatre,7.0
Theatre_Royal%2C_Drury_Lane,"Theatre_Royal,_Drury_Lane",6.0
Theatre_in_the_round,Theatre_in_the_round,5.0
Theodore_Roosevelt,Theodore_Roosevelt,8.0
Therizinosaurus,Therizinosaurus,6.0
Thermodynamic_temperature,Thermodynamic_temperature,5.0
Thermodynamics,Thermodynamics,5.0
Theropoda,Theropoda,6.0
Theta,Theta,5.0
Thiamine,Thiamine,6.0
Third_Servile_War,Third_Servile_War,3.0
Thomas_Aquinas,Thomas_Aquinas,7.0
Thomas_Becket,Thomas_Becket,6.0
Thomas_Cranmer,Thomas_Cranmer,5.0
Thomas_Edison,Thomas_Edison,9.0
Thomas_Gainsborough,Thomas_Gainsborough,5.0
Thomas_Hobbes,Thomas_Hobbes,6.0
Thomas_Jefferson,Thomas_Jefferson,8.0
Thomas_Malthus,Thomas_Malthus,7.0
Thomas_More,Thomas_More,8.0
Thomas_Pynchon,Thomas_Pynchon,7.0
Thomas_Samuel_Kuhn,Thomas_Samuel_Kuhn,6.0
Thor,Thor,9.0
Thorax,Thorax,5.0
Thorium,Thorium,6.0
Thrasybulus,Thrasybulus,4.0
Three_Gorges_Dam,Three_Gorges_Dam,8.0
Three_Laws_of_Robotics,Three_Laws_of_Robotics,7.0
Three_Mile_Island_accident,Three_Mile_Island_accident,8.0
Thrush_%28bird%29,Thrush_(bird),5.0
Thucydides,Thucydides,7.0
Thulium,Thulium,6.0
Thunderstorm,Thunderstorm,6.0
Tiananmen_Square_protests_of_1989,Tiananmen_Square_protests_of_1989,9.0
Tibet,Tibet,8.0
Tide,Tide,7.0
Tiger,Tiger,9.0
Tiger_Woods,Tiger_Woods,10.0
Tiger_shark,Tiger_shark,5.0
Tigris,Tigris,6.0
Tijuana,Tijuana,7.0
Tiktaalik,Tiktaalik,5.0
Tim_Berners-Lee,Tim_Berners-Lee,8.0
Tim_Henman,Tim_Henman,4.0
Timbuktu,Timbuktu,6.0
Time,Time,9.0
Time_zone,Time_zone,8.0
Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,3.0
Timken_1111,Timken_1111,3.0
Timur,Timur,6.0
Tin,Tin,5.0
Tin%28II%29_chloride,Tin(II)_chloride,4.0
Tin_whistle,Tin_whistle,3.0
Tiridates_I_of_Armenia,Tiridates_I_of_Armenia,4.0
Titanium,Titanium,7.0
Titanosauridae,Titanosauridae,5.0
To_Kill_a_Mockingbird,To_Kill_a_Mockingbird,6.0
Tobacco,Tobacco,7.0
Tobacco_smoking,Tobacco_smoking,7.0
Tofu,Tofu,6.0
Togo,Togo,5.0
Tokelau,Tokelau,4.0
Tokyo,Tokyo,9.0
Toluene,Toluene,5.0
Tom_and_Jerry_%28MGM%29,Tom_and_Jerry_(MGM),8.0
Tone_cluster,Tone_cluster,3.0
Tonga,Tonga,5.0
Tony_Blair,Tony_Blair,6.0
Tooth_development,Tooth_development,5.0
Tooth_enamel,Tooth_enamel,5.0
Top_of_the_Pops,Top_of_the_Pops,6.0
Topology,Topology,7.0
Toraja,Toraja,6.0
Tornado,Tornado,7.0
Toronto,Toronto,8.0
Tottenham_Hotspur_F.C.,Tottenham_Hotspur_F.C.,8.0
Tour_de_France,Tour_de_France,9.0
Tourette_syndrome,Tourette_syndrome,7.0
Tourism,Tourism,8.0
Tower_Bridge,Tower_Bridge,8.0
Tower_of_London,Tower_of_London,8.0
Toy,Toy,7.0
Toy_Story,Toy_Story,9.0
Trabancos_River,Trabancos_River,2.0
Trade_and_usage_of_saffron,Trade_and_usage_of_saffron,3.0
Trade_union,Trade_union,6.0
Trafalgar_Square,Trafalgar_Square,7.0
Train,Train,8.0
Trans-Siberian_Railway,Trans-Siberian_Railway,8.0
Transit_of_Venus,Transit_of_Venus,6.0
Transport,Transport,5.0
Trapdoor_spider,Trapdoor_spider,4.0
Treasure_Island,Treasure_Island,7.0
Treaty_of_Devol,Treaty_of_Devol,4.0
Treaty_of_Versailles,Treaty_of_Versailles,9.0
Tree,Tree,3.0
Tree_Sparrow,Tree_Sparrow,5.0
Tree_frog,Tree_frog,6.0
Treecreeper,Treecreeper,3.0
Trench_warfare,Trench_warfare,7.0
Triassic,Triassic,6.0
Triathlon,Triathlon,5.0
Tribe,Tribe,4.0
Triceratops,Triceratops,7.0
Trichinosis,Trichinosis,5.0
Triggerplant,Triggerplant,3.0
Trigonometric_function,Trigonometric_function,6.0
Trigonometry,Trigonometry,6.0
Trimurti,Trimurti,8.0
Trinidad_and_Tobago,Trinidad_and_Tobago,7.0
Trinity,Trinity,6.0
Trinity_College%2C_Cambridge,"Trinity_College,_Cambridge",8.0
Trinity_test,Trinity_test,6.0
Tripitaka,Tripitaka,5.0
Tripoli,Tripoli,6.0
Triumph_of_the_Will,Triumph_of_the_Will,7.0
Trobairitz,Trobairitz,4.0
Trojan_War,Trojan_War,7.0
Troodon,Troodon,3.0
Troop_sleeper,Troop_sleeper,2.0
Tropical_Storm_Allison,Tropical_Storm_Allison,4.0
Tropical_Storm_Ana_%282003%29,Tropical_Storm_Ana_(2003),3.0
Tropical_Storm_Bilis_%282006%29,Tropical_Storm_Bilis_(2006),3.0
Tropical_Storm_Bonnie_%282004%29,Tropical_Storm_Bonnie_(2004),3.0
Tropical_Storm_Chris_%282006%29,Tropical_Storm_Chris_(2006),3.0
Tropical_Storm_Danielle_%281992%29,Tropical_Storm_Danielle_(1992),3.0
Tropical_Storm_Delta_%282005%29,Tropical_Storm_Delta_(2005),4.0
Tropical_Storm_Franklin_%282005%29,Tropical_Storm_Franklin_(2005),4.0
Tropical_Storm_Harvey_%282005%29,Tropical_Storm_Harvey_(2005),3.0
Tropical_Storm_Henri_%282003%29,Tropical_Storm_Henri_(2003),2.0
Tropical_Storm_Isabel_%281985%29,Tropical_Storm_Isabel_(1985),3.0
Tropical_Storm_Larry_%282003%29,Tropical_Storm_Larry_(2003),2.0
Tropical_Storm_Lee_%282005%29,Tropical_Storm_Lee_(2005),3.0
Tropical_Storm_Leslie_%282000%29,Tropical_Storm_Leslie_(2000),1.0
Tropical_Storm_Matthew_%282004%29,Tropical_Storm_Matthew_(2004),3.0
Tropical_Storm_Odette_%282003%29,Tropical_Storm_Odette_(2003),1.0
Tropical_Storm_Vamei,Tropical_Storm_Vamei,1.0
Tropical_Storm_Zeta_%282005%29,Tropical_Storm_Zeta_(2005),3.0
Tropical_cyclone,Tropical_cyclone,7.0
Tropics,Tropics,6.0
Trout,Trout,5.0
Trumpet,Trumpet,5.0
Tsar_Bomba,Tsar_Bomba,6.0
Tsunami,Tsunami,7.0
Tuatara,Tuatara,5.0
Tuberculosis,Tuberculosis,6.0
Tufted_Duck,Tufted_Duck,4.0
Tuna,Tuna,5.0
Tungsten,Tungsten,8.0
Tunis,Tunis,7.0
Tunisia,Tunisia,7.0
Tupac_Shakur,Tupac_Shakur,9.0
Turin,Turin,6.0
Turkey,Turkey,8.0
Turkey_%28bird%29,Turkey_(bird),5.0
Turkish_Republic_of_Northern_Cyprus,Turkish_Republic_of_Northern_Cyprus,4.0
Turkish_literature,Turkish_literature,5.0
Turkmenistan,Turkmenistan,6.0
Turks_and_Caicos_Islands,Turks_and_Caicos_Islands,7.0
Turmeric,Turmeric,6.0
Turner_syndrome,Turner_syndrome,5.0
Turquoise,Turquoise,5.0
Turtle,Turtle,6.0
Tutsi,Tutsi,6.0
Tuvalu,Tuvalu,5.0
Tycho_Brahe,Tycho_Brahe,7.0
Typewriter,Typewriter,6.0
Typhoon_Ewiniar_%282006%29,Typhoon_Ewiniar_(2006),4.0
Typhoon_Saomai_%282006%29,Typhoon_Saomai_(2006),7.0
Tyrannosaurus,Tyrannosaurus,9.0
U.S._Navy_Marine_Mammal_Program,U.S._Navy_Marine_Mammal_Program,6.0
U.S._Open_%28tennis%29,U.S._Open_(tennis),8.0
U.S._Route_66,U.S._Route_66,7.0
U.S._state,U.S._state,6.0
U2,U2,9.0
USS_Wisconsin_%28BB-64%29,USS_Wisconsin_(BB-64),7.0
Ubuntu_%28Linux_distribution%29,Ubuntu_(Linux_distribution),6.0
Uffington_White_Horse,Uffington_White_Horse,5.0
Uganda,Uganda,9.0
Ukraine,Ukraine,9.0
Ukulele,Ukulele,7.0
Ulawun,Ulawun,5.0
Ultimatum_game,Ultimatum_game,4.0
Ultraviolet,Ultraviolet,6.0
Uluru,Uluru,6.0
Ulysses_S._Grant,Ulysses_S._Grant,8.0
Umbrella_Cockatoo,Umbrella_Cockatoo,7.0
Underground_%28stories%29,Underground_(stories),4.0
Union_Flag,Union_Flag,7.0
Union_Station_%28San_Diego%29,Union_Station_(San_Diego),4.0
United_Arab_Emirates,United_Arab_Emirates,8.0
United_Kingdom,United_Kingdom,9.0
United_Kingdom_national_football_team,United_Kingdom_national_football_team,6.0
United_Malays_National_Organisation,United_Malays_National_Organisation,4.0
United_Nations,United_Nations,8.0
United_States,United_States,10.0
United_States_Bill_of_Rights,United_States_Bill_of_Rights,7.0
United_States_Congress,United_States_Congress,7.0
United_States_Constitution,United_States_Constitution,9.0
United_States_Declaration_of_Independence,United_States_Declaration_of_Independence,9.0
United_States_House_of_Representatives,United_States_House_of_Representatives,8.0
United_States_Numbered_Highways,United_States_Numbered_Highways,6.0
United_States_Senate,United_States_Senate,8.0
United_States_Virgin_Islands,United_States_Virgin_Islands,5.0
United_States_dollar,United_States_dollar,7.0
United_for_Peace_and_Justice,United_for_Peace_and_Justice,4.0
Universe,Universe,9.0
University,University,7.0
University_of_Bristol,University_of_Bristol,7.0
University_of_Cambridge,University_of_Cambridge,10.0
University_of_Chicago,University_of_Chicago,9.0
University_of_Texas_at_Austin,University_of_Texas_at_Austin,8.0
Unix,Unix,8.0
Ununbium,Ununbium,1.0
Ununhexium,Ununhexium,1.0
Ununoctium,Ununoctium,1.0
Ununpentium,Ununpentium,1.0
Ununquadium,Ununquadium,1.0
Ununtrium,Ununtrium,7.0
Upsilon_Andromedae,Upsilon_Andromedae,6.0
Upsilon_Andromedae_b,Upsilon_Andromedae_b,5.0
Upsilon_Andromedae_c,Upsilon_Andromedae_c,5.0
Upsilon_Andromedae_d,Upsilon_Andromedae_d,5.0
Uranium,Uranium,9.0
Uranus,Uranus,9.0
Urial,Urial,4.0
Ursuline_Convent_Riots,Ursuline_Convent_Riots,3.0
Uruguay,Uruguay,6.0
Utilitarianism,Utilitarianism,8.0
Utrecht_%28city%29,Utrecht_(city),6.0
Uzbekistan,Uzbekistan,7.0
Vacutainer,Vacutainer,5.0
Valpara%C3%ADso,Valparaíso,7.0
Vampire,Vampire,7.0
Vampire_bat,Vampire_bat,6.0
Van_Halen,Van_Halen,8.0
Vanadium,Vanadium,5.0
Vancouver,Vancouver,8.0
Vanilla,Vanilla,8.0
Vanuatu,Vanuatu,6.0
Varanasi,Varanasi,7.0
Vasco_da_Gama,Vasco_da_Gama,7.0
Vatican_City,Vatican_City,9.0
Vegetable,Vegetable,8.0
Vegetation,Vegetation,7.0
Velociraptor,Velociraptor,8.0
Venezuela,Venezuela,7.0
Venn_diagram,Venn_diagram,6.0
Venus,Venus,10.0
Venus_and_Adonis_%28opera%29,Venus_and_Adonis_(opera),4.0
Vernon_Kell,Vernon_Kell,3.0
Vertebrate,Vertebrate,6.0
Vestigial_structure,Vestigial_structure,5.0
Vicia_faba,Vicia_faba,4.0
Victor_Hugo,Victor_Hugo,8.0
Victoria%2C_Seychelles,"Victoria,_Seychelles",5.0
Victoria_Cross,Victoria_Cross,7.0
Victoria_of_the_United_Kingdom,Victoria_of_the_United_Kingdom,6.0
Video,Video,9.0
Vienna,Vienna,8.0
Vietnam,Vietnam,8.0
Vietnam_War,Vietnam_War,9.0
Viking,Viking,7.0
Vinaya,Vinaya,5.0
Vincent_van_Gogh,Vincent_van_Gogh,9.0
Virgil,Virgil,8.0
Virginian_Railway,Virginian_Railway,4.0
Virtuti_Militari,Virtuti_Militari,6.0
Virus,Virus,8.0
Visual_arts,Visual_arts,7.0
Vitamin,Vitamin,6.0
Vitamin_C,Vitamin_C,6.0
Vitamin_D,Vitamin_D,6.0
Vitus_Bering,Vitus_Bering,5.0
Vivien_Leigh,Vivien_Leigh,7.0
Vladimir_Lenin,Vladimir_Lenin,9.0
Vodafone,Vodafone,8.0
Volcanic_pipe,Volcanic_pipe,4.0
Volcano,Volcano,8.0
Vole,Vole,4.0
Volga_River,Volga_River,6.0
Volleyball,Volleyball,7.0
Volt,Volt,5.0
Voltaire,Voltaire,7.0
Voting,Voting,6.0
Vowel,Vowel,5.0
Voynich_manuscript,Voynich_manuscript,5.0
Vulgar_Latin,Vulgar_Latin,4.0
Vulture,Vulture,6.0
W._Mark_Felt,W._Mark_Felt,5.0
WTA_Tour_Championships,WTA_Tour_Championships,6.0
Wader,Wader,4.0
Waheguru,Waheguru,5.0
Wake_Island,Wake_Island,4.0
Wales,Wales,7.0
Wall_Street,Wall_Street,8.0
Wallaby,Wallaby,5.0
Wallis_and_Futuna,Wallis_and_Futuna,4.0
Walrus,Walrus,8.0
Walt_Disney,Walt_Disney,10.0
Walt_Whitman,Walt_Whitman,9.0
Walter_Raleigh,Walter_Raleigh,7.0
Walter_Scott,Walter_Scott,8.0
War,War,9.0
War_and_Peace,War_and_Peace,9.0
War_in_Somalia_%282006%E2%80%93present%29,War_in_Somalia_(2006–present),6.0
War_of_the_League_of_Cambrai,War_of_the_League_of_Cambrai,6.0
War_of_the_Spanish_Succession,War_of_the_Spanish_Succession,7.0
Ward_Cunningham,Ward_Cunningham,7.0
Warren_G._Harding,Warren_G._Harding,6.0
Wars_of_Castro,Wars_of_Castro,5.0
Wars_of_the_Roses,Wars_of_the_Roses,7.0
Warsaw,Warsaw,8.0
Warsaw_Uprising_%281794%29,Warsaw_Uprising_(1794),5.0
Wasabi,Wasabi,6.0
Washington%2C_D.C.,"Washington,_D.C.",9.0
Washington_Metro,Washington_Metro,5.0
Washington_streetcars,Washington_streetcars,4.0
Wasp,Wasp,8.0
Waste_management,Waste_management,7.0
Watch,Watch,6.0
Watchmen,Watchmen,7.0
Water,Water,9.0
Water_Buffalo,Water_Buffalo,6.0
Water_polo,Water_polo,5.0
Water_purification,Water_purification,6.0
Water_resources,Water_resources,5.0
Watercolor_painting,Watercolor_painting,7.0
Watling_Street,Watling_Street,6.0
Wave,Wave,7.0
Wave%E2%80%93particle_duality,Wave–particle_duality,7.0
Wayne_Rooney,Wayne_Rooney,8.0
Weakest_Link,Weakest_Link,6.0
Weapon,Weapon,7.0
Weasel,Weasel,5.0
Weather,Weather,8.0
Weather_forecasting,Weather_forecasting,7.0
Weather_map,Weather_map,6.0
Weed,Weed,7.0
Weight_training,Weight_training,6.0
Weimar_Republic,Weimar_Republic,6.0
Welding,Welding,5.0
Wellington,Wellington,6.0
Welsh_law,Welsh_law,4.0
Wernher_von_Braun,Wernher_von_Braun,7.0
Wessex,Wessex,5.0
West_Bank,West_Bank,6.0
West_Flemish,West_Flemish,3.0
West_Virginia,West_Virginia,7.0
Western_Front_%28World_War_I%29,Western_Front_(World_War_I),7.0
Western_Roman_Empire,Western_Roman_Empire,8.0
Western_Sahara,Western_Sahara,6.0
Western_painting,Western_painting,5.0
Westminster_Abbey,Westminster_Abbey,8.0
Westminster_System,Westminster_System,5.0
Weston-super-Mare,Weston-super-Mare,5.0
Westport_Country_Playhouse,Westport_Country_Playhouse,4.0
Weyauwega_derailment,Weyauwega_derailment,3.0
Weymouth,Weymouth,7.0
Weyto_language,Weyto_language,2.0
Whale,Whale,8.0
Whale_shark,Whale_shark,8.0
Whale_song,Whale_song,6.0
Wheat,Wheat,6.0
Where_Did_Our_Love_Go,Where_Did_Our_Love_Go,5.0
Whipworm,Whipworm,3.0
White%27s_Tree_Frog,White's_Tree_Frog,5.0
White-tailed_Eagle,White-tailed_Eagle,6.0
White_Mountain_art,White_Mountain_art,3.0
White_Wagtail,White_Wagtail,4.0
White_cliffs_of_Dover,White_cliffs_of_Dover,6.0
Whitethroat,Whitethroat,4.0
Whitney_Joins_The_JAMs,Whitney_Joins_The_JAMs,2.0
Whooping_Crane,Whooping_Crane,5.0
Wigeon,Wigeon,3.0
Wikimedia_Foundation,Wikimedia_Foundation,7.0
Wikinews,Wikinews,6.0
Wikipedia,Wikipedia,10.0
Wikipedia_Text_of_the_GNU_Free_Documentation_License,Wikipedia_Text_of_the_GNU_Free_Documentation_License,4.0
Wikisource,Wikisource,6.0
Wikispecies,Wikispecies,5.0
Wild_cat,Wild_cat,6.0
Wildebeest,Wildebeest,5.0
Willem_Barents,Willem_Barents,4.0
William_Butler_Yeats,William_Butler_Yeats,7.0
William_Edington,William_Edington,3.0
William_Ewart_Gladstone,William_Ewart_Gladstone,5.0
William_Gilbert,William_Gilbert,4.0
William_Gladstone,William_Gladstone,7.0
William_Harvey,William_Harvey,6.0
William_Henry_Harrison,William_Henry_Harrison,5.0
William_Hogarth,William_Hogarth,6.0
William_Howard_Taft,William_Howard_Taft,5.0
William_III_of_England,William_III_of_England,6.0
William_II_of_England,William_II_of_England,5.0
William_IV_of_the_United_Kingdom,William_IV_of_the_United_Kingdom,6.0
William_I_of_England,William_I_of_England,6.0
William_Mahone,William_Mahone,3.0
William_McKinley,William_McKinley,8.0
William_N._Page,William_N._Page,3.0
William_Pitt_the_Younger,William_Pitt_the_Younger,6.0
William_Renshaw,William_Renshaw,2.0
William_Shakespeare,William_Shakespeare,10.0
William_Tecumseh_Sherman,William_Tecumseh_Sherman,7.0
William_Thomson%2C_1st_Baron_Kelvin,"William_Thomson,_1st_Baron_Kelvin",6.0
William_Wilberforce,William_Wilberforce,7.0
William_and_Mary,William_and_Mary,6.0
William_the_Silent,William_the_Silent,5.0
Wind,Wind,10.0
Windows_2000,Windows_2000,6.0
Windows_Vista,Windows_Vista,5.0
Windows_XP,Windows_XP,6.0
Windsor_Castle,Windsor_Castle,7.0
Wine,Wine,6.0
Winfield_Scott_%28ship%29,Winfield_Scott_(ship),2.0
Winfield_Scott_Hancock,Winfield_Scott_Hancock,4.0
Winston_Churchill,Winston_Churchill,8.0
Winston_Tunnel,Winston_Tunnel,2.0
Winter,Winter,5.0
Witold_Pilecki,Witold_Pilecki,4.0
Wolf_Brother,Wolf_Brother,3.0
Wolfgang_Amadeus_Mozart,Wolfgang_Amadeus_Mozart,9.0
Wolverine,Wolverine,7.0
Wombat,Wombat,4.0
Women%27s_rights,Women's_rights,8.0
Wood,Wood,5.0
Wood_Pigeon,Wood_Pigeon,6.0
Wood_fuel,Wood_fuel,5.0
Woodpecker,Woodpecker,5.0
Woodrow_Wilson,Woodrow_Wilson,8.0
Woodruff,Woodruff,3.0
Woodworking,Woodworking,4.0
WorkChoices,WorkChoices,3.0
